Year,ICD10_Code,ICD10_Diagnosis,Classification,Metric_Primary,Metric_Secondary,Metric_Tertiary,Value
2004/05,K00-K93,All diseases of the digestive system,Hospital admissions,Number of admissions,All diseases of the digestive system,Male,437416
2004/05,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,43805
2004/05,C00-C14,Upper Respiratory Sites,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,8393
2004/05,C15,Oesophagus,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,22697
2004/05,C32,Larynx,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,3441
2004/05,C53,Cervical,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,.
2004/05,C67,Bladder,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,55831
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,6721
2004/05,C16,Stomach,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,16360
2004/05,C25,Pancreas,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,10217
2004/05,C80,Unspecified Site,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,5626
2004/05,C92,Myeloid Leukaemia,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,16419
2004/05,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,3331
2004/05,J44,Chronic Airway Obstruction,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,55254
2004/05,J10-J18,"Pneumonia, Influenza",Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,42171
2004/05,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,114771
2004/05,I20-I25,Ischaemic Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,199995
2004/05,I72-I78,Other arterial disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,21715
2004/05,I60-I69,Cerebrovascular Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,45938
2004/05,I71,Aortic Aneurysm,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,8713
2004/05,I70,Atherosclerosis,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,4714
2004/05,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,11938
2004/05,K50,Crohns Disease,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,4838
2004/05,K05,Periodontal Disease / Periodonitis,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,1072
2004/05,H25,Age Related Cataract 45+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,47532
2004/05,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,12906
2004/05,O03,Spontaneous Abortion,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,.
2004/05,All,All admissions,Hospital admissions,Attributable number,All admissions,Male,287200
2004/05,C00-D48,All cancers,Hospital admissions,Attributable number,All cancers,Male,108400
2004/05,J00-J99,All respiratory diseases,Hospital admissions,Attributable number,All respiratory diseases,Male,59600
2004/05,I00-I99,All circulatory diseases,Hospital admissions,Attributable number,All circulatory diseases,Male,103000
2004/05,K00-K93,All diseases of the digestive system,Hospital admissions,Attributable number,All diseases of the digestive system,Male,8300
2004/05,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,38900
2004/05,C00-C14,Upper Respiratory Sites,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,6400
2004/05,C15,Oesophagus,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,16300
2004/05,C32,Larynx,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,2900
2004/05,C53,Cervical,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,.
2004/05,C67,Bladder,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,26700
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,2500
2004/05,C16,Stomach,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,4600
2004/05,C25,Pancreas,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,2700
2004/05,C80,Unspecified Site,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3200
2004/05,C92,Myeloid Leukaemia,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,4100
2004/05,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,3000
2004/05,J44,Chronic Airway Obstruction,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,44800
2004/05,J10-J18,"Pneumonia, Influenza",Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,11700
2004/05,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,23800
2004/05,I20-I25,Ischaemic Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,57900
2004/05,I72-I78,Other arterial disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,4400
2004/05,I60-I69,Cerebrovascular Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,9700
2004/05,I71,Aortic Aneurysm,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,5800
2004/05,I70,Atherosclerosis,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,1500
2004/05,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,6800
2004/05,K50,Crohns Disease,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,1000
2004/05,K05,Periodontal Disease / Periodonitis,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,500
2004/05,H25,Age Related Cataract 45+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,6500
2004/05,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,1500
2004/05,O03,Spontaneous Abortion,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,.
2004/05,All,All admissions,Hospital admissions,Number of admissions,All admissions,Female,4208273
2004/05,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,Hospital admissions,Number of admissions,All diseases which can be caused by smoking,Female,637477
2004/05,C00-D48,All cancers,Hospital admissions,Number of admissions,All cancers,Female,602553
2004/05,J00-J99,All respiratory diseases,Hospital admissions,Number of admissions,All respiratory diseases,Female,199679
2004/05,I00-I99,All circulatory diseases,Hospital admissions,Number of admissions,All circulatory diseases,Female,356817
2004/05,K00-K93,All diseases of the digestive system,Hospital admissions,Number of admissions,All diseases of the digestive system,Female,446023
2004/05,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,29686
2004/05,C00-C14,Upper Respiratory Sites,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,3636
2004/05,C15,Oesophagus,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,8661
2004/05,C32,Larynx,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,707
2004/05,C53,Cervical,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,6388
2004/05,C67,Bladder,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,18396
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,3319
2004/05,C16,Stomach,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,6812
2004/05,C25,Pancreas,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,8123
2004/05,C80,Unspecified Site,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,7628
2004/05,C92,Myeloid Leukaemia,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,11614
2004/05,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Female,2426
2004/05,J44,Chronic Airway Obstruction,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Female,52168
2004/05,J10-J18,"Pneumonia, Influenza",Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Female,40706
2004/05,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,102227
2004/05,I20-I25,Ischaemic Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,105655
2004/05,I72-I78,Other arterial disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,15280
2004/05,I60-I69,Cerebrovascular Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,50359
2004/05,I71,Aortic Aneurysm,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,2652
2004/05,I70,Atherosclerosis,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Female,2962
2004/05,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Female,11364
2004/05,K50,Crohns Disease,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Female,7558
2004/05,K05,Periodontal Disease / Periodonitis,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Female,1566
2004/05,H25,Age Related Cataract 45+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Female,78924
2004/05,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Female,46603
2004/05,O03,Spontaneous Abortion,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Female,12057
2004/05,All,All admissions,Hospital admissions,Attributable number,All admissions,Female,165000
2004/05,C00-D48,All cancers,Hospital admissions,Attributable number,All cancers,Female,44300
2004/05,J00-J99,All respiratory diseases,Hospital admissions,Attributable number,All respiratory diseases,Female,52000
2004/05,I00-I99,All circulatory diseases,Hospital admissions,Attributable number,All circulatory diseases,Female,46300
2004/05,K00-K93,All diseases of the digestive system,Hospital admissions,Attributable number,All diseases of the digestive system,Female,7900
